username,handle,full_text,time,cleaned_tweet,translated_tweet,textblob_sentiment
"R.Kennedy 
@RobbyGermanotta
·
Dec 21, 2011",,"Ga puas aku makan, Habizz Ga enak masakanku.....

#Indomie",2011-12-21T03:52:54.000Z,ga puas makan habizz ga enak masakanku indomie,"I'm not satisfied with eating Habizz, my Indomie cooking isn't delicious",positive
"Sidiq Nouvrizky
@nouvrizky10
·
Dec 7, 2011",,"Sekoteng pak RT 
@narenda
: Jam dimana para batman kelaparan *termasuk gwa* #indomie anyone?",2011-12-06T17:00:50.000Z,sekoteng rt narenda jam dimana batman kelaparan gwa indomie anyone,sekoteng rt narenda hour where batman is hungry gwa indomie anyone,neutral
"Oppy
@Ppyoppyy
·
Nov 21, 2011",,"RT 
@ChankBeat
: Aq suka disaat km panas, seger aja ngeliatnya | aq juga suka kalo km dingin, gag repot2 niupin #indomie",2011-11-20T19:25:10.000Z,rt chankbeat aq suka disaat km panas seger aja ngeliatnya aq suka kalo km dingin gag repot2 niupin indomie,"rt chankbeat I like it when it's hot, just look at it, I like it when it's cold, don't bother blowing Indomie",negative
"payungusang
@payungusang
·
Nov 10, 2011",,lebih milih makan #indomie daripada makan daging2 ini,2011-11-10T14:24:50.000Z,milih makan indomie makan daging2,choose to eat meat-eating Indomie,neutral
"Wai l puka
@mypokah
·
Nov 13, 2011",,Makan #indomie smbil ntn bola.. °\(^▿^)/°,2011-11-13T13:28:23.000Z,makan indomie smbil ntn bola,eating indomie while watching football,neutral
"payungusang
@payungusang
·
Nov 3, 2011",,"kaloo tau hujannya laammmmaaaa bgini hrsnya gw td sedia #indomie 1 kardus -,-",2011-11-03T11:32:48.000Z,kaloo tau hujannya laammmmaaaa bgini hrsnya gw td sedia indomie 1 kardus,"If I knew it would rain like this, I would have prepared 1 box of Indomie",neutral
"putricepe
@putricepe
·
Nov 12, 2011",,"Oke. Mari kita masak #indomie *lirik manja 
@IanGenduuut",2011-11-12T11:50:30.000Z,oke mari masak indomie lirik manja iangenduuut,"OK, let's cook Indomie, Manja Iangenduuut lyrics",positive
"Yusnan Maulana R.
@yusnanmaulana
·
Dec 16, 2011",,"Itu ceritamu apa ceritaku #indomie RT 
@hanafimhc
: mimpi ku cita-cita ku :pRT 
@yusnanmaulana
 Mimpiiiiiiiiii bgd lo ... http://m.tmi.me/jo6oE",2011-12-15T17:47:50.000Z,ceritamu ceritaku indomie rt hanafimhc mimpi ku cita cita ku prt yusnanmaulana mimpiiiiiiiiii bgd lo,your story my story indomie rt hanafimhc my dream my dream prt yusnanmaulana dreamiiiiiiiii bgd you,neutral
"Felicia Rossana
@FelizFe
·
Dec 9, 2011",,"Lagi malem,dingin emang paling enak makan indomie goreng pake telor.. Ini ceritaku,apa ceritamu? #indomie",2011-12-09T12:48:48.000Z,malem dingin emang enak makan indomie goreng pake telor ceritaku ceritamu indomie,"On a cold night, it's delicious to eat fried Indomie with an egg. My story is your story, Indomie",positive
"Mico Wendy 
@micowendy
·
Dec 8, 2011",,I hate you #indomie !! {lagi memotivasi diri}.,2011-12-07T16:21:29.000Z,i hate you indomie memotivasi,i hate you indomie motivates,negative
"narenda
@narenda
·
Dec 7, 2011",,Jam dimana para batman kelaparan *termasuk gwa* #indomie anyone?,2011-12-06T16:58:42.000Z,jam dimana batman kelaparan gwa indomie anyone,the hour when batman was starving me indomie anyone,neutral
"Onyi
@Onyinyechi____
·
Nov 28, 2011",,"Ȋ̝̊̅ wan eat oh""
@Meez_TakenID
: #indomie tins""",2011-11-27T18:34:16.000Z,wan eat oh meez takenid indomie tin,wan eat oh meez takenid indomie tin,negative
"M Reza Faisal
@mrezafaisal
·
Nov 23, 2011",,tidak cukup hanya sebungkus #indomie #fb,2011-11-23T04:46:15.000Z,sebungkus indomie fb,a pack of Indomie FB,neutral
"Andro Geraldy™
@AndroGeraldy
·
Dec 12, 2011",,Enaknya makan #indomie hujan2 gini :P,2011-12-12T12:08:55.000Z,enaknya makan indomie hujan2 gini p,It's delicious to eat Indomie in the rain like this p,positive
"Marcellina Leonora
@Marcellina
·
Nov 15, 2011",,sudah cukup 2 hari bersamamu. dan malam ini adalah malam terakhir bagi kita (kok jd kayak lagu dangdut ya?) Kita putus sementara #indomie,2011-11-15T15:37:40.000Z,2 bersamamu malam malam jd kayak lagu dangdut ya putus indomie,"2 with you at night is like a dangdut song, break up Indomie",neutral
"cuma ngomong saja
@cumangomongsaja
·
Nov 24, 2011",,"Sayang, aku laper nih. | ya sudah, masak aja #indomie kalau males keluar! #cuek",2011-11-24T13:18:20.000Z,sayang laper nih ya masak aja indomie male cuek,"darling, I'm hungry, so just cook, Indomie Male is cool",positive
"Jessie
@jeesheca
·
Oct 15, 2011",,"malem"" nntn film india sambil makan #INDOMIE :) ini ceritaku apa ceritamu? :D",2011-10-15T14:14:51.000Z,malem nntn film india makan indomie ceritaku ceritamu d,"At night watching Indian films, eating Indomie, my story, your story d",neutral
"Ruang Rindu
@ovienstein
·
Oct 13, 2011",,"Waktu ilang waktu gue lagi makan #indomie.. Itu deritaku, apa deritamu ? RT 
@AciiDR
: Pastii bkan anak STT PLN yah ... http://m.tmi.me/h4Ckm",2011-10-13T00:30:06.000Z,ilang gue makan indomie deritaku deritamu rt aciidr pastii bkan anak stt pln yah,"lost, I ate Indomie, my suffering, my suffering, RT Acifar, the child will definitely go home, right?",positive
"Ajiputra
@matajiputra
·
Oct 23, 2011",,Bikin...ga...bikin...ga...bikin...ga... #indomie,2011-10-23T15:31:48.000Z,bikin ga bikin ga bikin ga indomie,make it not make it not make it not Indomie,neutral
"Adjie HS
@ajisuc
·
Sep 29, 2011",,Makan mie sedaaap dolo | bosen #indomie,2011-09-29T03:33:04.000Z,makan mie sedaaap dolo bosen indomie,Eat delicious noodles if you're bored of Indomie,positive
"黒猫 
@bonk_taishou
·
Oct 20, 2011",,"oke,semangkok #indomie ayam spesial panas sebelum tidur :)",2011-10-19T17:30:26.000Z,oke semangkok indomie ayam spesial panas tidur,"OK, a bowl of special hot Indomie chicken to sleep",positive
"HUCAR go go go
@hucarrr_
·
Oct 15, 2011",,"ini cerita mu. apa ceritanya? RT 
@henry_christian
: cinta itu bagaikan sebungkus #indomie",2011-10-15T10:17:33.000Z,cerita mu ceritanya rt henry christian cinta sebungkus indomie,Your story is RT Henry Christian's story of love for a packet of Indomie,positive
"Mutiah Arsyuddin
@mutiarsyuddin
·
Oct 23, 2011",,"meNgidamKan , #indomie goreng... 2 bungkus, dan bukan yg jumbo...",2011-10-23T12:50:04.000Z,mengidamkan indomie goreng 2 bungkus yg jumbo,Craving 2 packs of jumbo fried Indomie,neutral
"FaisalR
@theicla
·
Sep 30, 2011",,"Menu sarapan favourite : indomie goreng + telur ceplok, gak ada yg ngalahin dh #indomie",2011-09-30T00:46:23.000Z,menu sarapan favourite indomie goreng telur ceplok gak yg ngalahin dh indomie,"Indomie's favorite breakfast menu, fried fried egg, doesn't beat Indomie",positive
username,handle,content,time,content,content,neutral
"Ruang Rindu
@ovienstein
·
Oct 13, 2011",,"Waktu ilang waktu gue lagi makan #indomie.. Itu deritaku, apa deritamu ? RT 
@AciiDR
: Pastii bkan anak STT PLN yah ... http://m.tmi.me/h4Ckm",2011-10-13T00:30:06.000Z,ilang gue makan indomie deritaku deritamu rt aciidr pastii bkan anak stt pln yah,"lost, I ate Indomie, my suffering, my suffering, RT Acifar, the child will definitely go home, right?",positive
"Ajiputra
@matajiputra
·
Oct 23, 2011",,Bikin...ga...bikin...ga...bikin...ga... #indomie,2011-10-23T15:31:48.000Z,bikin ga bikin ga bikin ga indomie,make it not make it not make it not Indomie,neutral
"Adjie HS
@ajisuc
·
Sep 29, 2011",,Makan mie sedaaap dolo | bosen #indomie,2011-09-29T03:33:04.000Z,makan mie sedaaap dolo bosen indomie,Eat delicious noodles if you're bored of Indomie,positive
"黒猫 
@bonk_taishou
·
Oct 20, 2011",,"oke,semangkok #indomie ayam spesial panas sebelum tidur :)",2011-10-19T17:30:26.000Z,oke semangkok indomie ayam spesial panas tidur,"OK, a bowl of special hot Indomie chicken to sleep",positive
"HUCAR go go go
@hucarrr_
·
Oct 15, 2011",,"ini cerita mu. apa ceritanya? RT 
@henry_christian
: cinta itu bagaikan sebungkus #indomie",2011-10-15T10:17:33.000Z,cerita mu ceritanya rt henry christian cinta sebungkus indomie,Your story is RT Henry Christian's story of love for a packet of Indomie,positive
"Mutiah Arsyuddin
@mutiarsyuddin
·
Oct 23, 2011",,"meNgidamKan , #indomie goreng... 2 bungkus, dan bukan yg jumbo...",2011-10-23T12:50:04.000Z,mengidamkan indomie goreng 2 bungkus yg jumbo,Craving 2 packs of jumbo fried Indomie,neutral
"FaisalR
@theicla
·
Sep 30, 2011",,"Menu sarapan favourite : indomie goreng + telur ceplok, gak ada yg ngalahin dh #indomie",2011-09-30T00:46:23.000Z,menu sarapan favourite indomie goreng telur ceplok gak yg ngalahin dh indomie,"Indomie's favorite breakfast menu, fried fried egg, doesn't beat Indomie",positive
"aMya MaNiezt
@myamyaa
·
Oct 20, 2011",,Nyarap #indomie dlu lah,2011-10-19T23:58:57.000Z,nyarap indomie dlu,eat Indomie first,positive
"Fahmy F
@fahmyfil
·
Sep 29, 2011",,bersiap-siap untuk 4 hari bersama #indomie,2011-09-29T06:41:00.000Z,4 indomie,4 Indomie,neutral
"narenda
@narenda
·
Oct 12, 2011",,Klo jam segini masih hidup yang di perut pasti berulah #indomie,2011-10-11T18:06:03.000Z,klo jam segini hidup perut berulah indomie,At this time of life your stomach is acting up Indomie,neutral
"Evan
@evanffun
·
Oct 4, 2011",,"Di iklan #indomie yg paling baru, ada buku #manajemenkeuangan bikin trauma ajah ,, -_-",2011-10-04T05:27:30.000Z,iklan indomie yg buku manajemenkeuangan bikin trauma ajah,Indomie advertisements for financial management books cause facial trauma,neutral
"YNWA
@ignatiusindro
·
Oct 12, 2011",,"Tuh 
@merahjendral
 mending tragedi #indomie deh RT 
@detikcom
: Astaga! Sekarat Usai Bercinta Krn Sperma Mengandung Kacang http://de.tk/f4uxG",2011-10-11T17:29:35.000Z,tuh merahjendral mending tragedi indomie deh rt detikcom astaga sekarat bercinta krn sperma mengandung kacang,"That's the red general, it's better for the Indomie tragedy, RT detikcom, gosh, I'm dying to make love because the sperm contains nuts",positive
"Тихий
@kadp_project
·
Oct 6, 2011",,Dulu aq pling suka mkn indomie. tp semua sdh berubah sjk negara api menyerang. hanya avatar yg dpt membelikan aq indomie..   #Iklan #Indomie,2011-10-06T10:43:53.000Z,aq pling suka mkn indomie tp sdh berubah sjk negara api menyerang avatar yg dpt membelikan aq indomie iklan indomie,I like eating Indomie the most but that has changed since the Fire Nation attacked Avatar who can buy me Indomie Indomie ads,positive
"FFP
@falen_fajar
·
Oct 26, 2011",,"ABIS UJAN, ENAK NYA MAKAN #INDOMIE NIH
INILAH CERITAKU. APA CERITAMU?
:-D
WKWKWKWK",2011-10-26T06:30:49.000Z,abis ujan enak nya makan indomie nih ceritaku ceritamu d wkwkwkwk,"After the rain, it's delicious to eat Indomie, here's my story, your story hahaha",positive
"BA SA BA SI
@IBNUCIPTAS
·
Oct 19, 2011",,"saya udh bikin 2 cerita..ini komikku..mana komikmu ?#indotang #indomie kentang@ubeubeube 
@funartic
 
@andreedaviidd
 @fixxhit 
@lamecakep",2011-10-18T16:28:11.000Z,udh bikin 2 cerita komikku komikmu indotang indomie kentang ubeubeube funartic andreedaviidd fixxhit lamecakep,I've made 2 stories my comic your comic Indotang Indomie Potato ubeubeube Funartic Andreedaviidd fixxhit lamecakep,positive
"ATID 
@astrid_jovanka
·
Sep 26, 2011",,Abis minumin obat skg malah laper #indomie berbicara,2011-09-25T18:13:38.000Z,abis minumin obat skg laper indomie berbicara,"After taking medicine, Indomie is hungry and speaks",neutral
"Donan Wijaya (D)
@donanwijaya
·
Oct 2, 2011",,"Hari ini nyetir 650+ km, ini ceritaku, apa ceritamu? #Indomie",2011-10-02T15:32:03.000Z,nyetir 650 km ceritaku ceritamu indomie,"driving 650 km, my story is your story, Indomie",neutral
"ASKO
@tyasasko
·
Sep 30, 2011",,"Udah sikatttssss #indomie :p RT @pgh_nirm: 
@AndinNugroho
 waduuh.. Hehe. Ngelirik 
@infosehat
 dulu ah.. :p",2011-09-29T19:51:10.000Z,udah sikatttssss indomie p rt pgh nirm andinnugroho waduuh hehe ngelirik infosehat ah p,"I've brushed it, Indomie P RT PGH Nirm Andinnugroho Wow, hehe, I'm glancing at Infosehat, Ah P",positive
"Homer M. Azhari
@tumitumtum
·
Oct 11, 2011",,"Bikin kadar pigmen tinggi mungkin sob *kabur* RT 
@sheggario
: Siapa bilang #KFC & #Indomie bikin gendut & bego? liat aja gw! Sehat & cerdas!",2011-10-11T09:44:23.000Z,bikin kadar pigman sob kabur rt sheggario bilang kfc indomie bikin gendut bego liat aja gw sehat cerdas,"makes your pigman levels run away, RT Sheggario says KFC Indomie makes you fat, stupid, just look at me, I'm healthy, intelligent",positive
"Zico Fernando
@ZicoFernando
·
Sep 1, 2011",,"Aneh bin ajaib! Rumah gua nyetok #indomie lagi! Hebaaaat! Ini ceritaku, apa ceritamu http://lockerz.com/s/134688825",2011-09-01T01:52:24.000Z,aneh bin ajaib rumah gua nyetok indomie hebaaaat ceritaku ceritamu,"It's strange and magical, my house is stocked, Indomie is great, my story is your story",positive
"robs
@robbyansyah
·
Sep 20, 2011",,"ini juga senang, senang sekali :) RT 
@karfianda
: duh sampe tumpah2 #indomie http://lockerz.com/s/140203781",2011-09-19T17:42:12.000Z,senang senang rt karfianda duh sampe tumpah2 indomie,"Happy, happy, RT Karfianda, it's spilling all over Indomie",positive
"Femz
@femi_shanki
·
Sep 16, 2011",,"Cu fud...RT 
@semirahh
: #INDOMIE!",2011-09-15T16:44:15.000Z,cu fud rt semirahh indomie,cu fud rt semirahh indomie,neutral
"Adjie HS
@ajisuc
·
Sep 8, 2011",,Bro madang #indomie bro :O,2011-09-08T14:45:53.000Z,bro madang indomie bro o,bro madang indomie bro o,neutral
"黒猫 
@bonk_taishou
·
Aug 30, 2011",,Dimanapun kapanpun #indomie emang ngangenin. Ini deritaku apa deritamu?,2011-08-29T19:07:49.000Z,dimanapun indomie emang ngangenin deritaku deritamu,wherever Indomie really misses your suffering,positive
"黒猫 
@bonk_taishou
·
Sep 9, 2011",,sahabat setia anak kos emang #indomie deh.. ini ceritaku apa ceritamu?,2011-09-08T17:42:07.000Z,sahabat setia anak ko emang indomie deh ceritaku ceritamu,"My child's loyal friend is indeed Indomie, my story is your story",positive
"Madz
@mada_wu
·
Sep 20, 2011",,nih versi instagramnya #indomie http://instagr.am/p/NjCym/,2011-09-19T16:08:44.000Z,nih versi instagramnya indomie,Here's Indomie's Instagram version,neutral
"Adjie HS
@ajisuc
·
Sep 6, 2011",,"#indomie sik RT 
@adinekonugroh0
: Aku ngelih... Maem maem",2011-09-06T15:44:46.000Z,indomie sik rt adinekonugroh0 ngelih maem maem,indomie sik rt adinekonugroh0 looking maem maem,neutral
"Adjie HS
@ajisuc
·
Sep 6, 2011",,"Ho'o rata2 isih do mudik,asemok RT 
@adinekonugroh0
: Burjone rung bukak e Jik RT @adjjiie #indomie sik RT (cont) http://wl.tl/TRVpA",2011-09-06T15:49:28.000Z,ho o rata2 isih do mudik asemok rt adinekonugroh0 burjone rung bukak e jik rt adjjiie indomie sik rt cont,ho o rata2 isih do homecoming asemok rt adinekonugroh0 burjone rung bukak e jik rt adjjiie indomie sik rt cont,neutral
username,handle,content,time,content,content,neutral
"Femz
@femi_shanki
·
Sep 16, 2011",,"Cu fud...RT 
@semirahh
: #INDOMIE!",2011-09-15T16:44:15.000Z,cu fud rt semirahh indomie,cu fud rt semirahh indomie,neutral
"Adjie HS
@ajisuc
·
Sep 8, 2011",,Bro madang #indomie bro :O,2011-09-08T14:45:53.000Z,bro madang indomie bro o,bro madang indomie bro o,neutral
"黒猫 
@bonk_taishou
·
Aug 30, 2011",,Dimanapun kapanpun #indomie emang ngangenin. Ini deritaku apa deritamu?,2011-08-29T19:07:49.000Z,dimanapun indomie emang ngangenin deritaku deritamu,wherever Indomie really misses your suffering,positive
"黒猫 
@bonk_taishou
·
Sep 9, 2011",,sahabat setia anak kos emang #indomie deh.. ini ceritaku apa ceritamu?,2011-09-08T17:42:07.000Z,sahabat setia anak ko emang indomie deh ceritaku ceritamu,"My child's loyal friend is indeed Indomie, my story is your story",positive
"Madz
@mada_wu
·
Sep 20, 2011",,nih versi instagramnya #indomie http://instagr.am/p/NjCym/,2011-09-19T16:08:44.000Z,nih versi instagramnya indomie,Here's Indomie's Instagram version,neutral
"Adjie HS
@ajisuc
·
Sep 6, 2011",,"#indomie sik RT 
@adinekonugroh0
: Aku ngelih... Maem maem",2011-09-06T15:44:46.000Z,indomie sik rt adinekonugroh0 ngelih maem maem,indomie sik rt adinekonugroh0 looking maem maem,neutral
"Adjie HS
@ajisuc
·
Sep 6, 2011",,"Ho'o rata2 isih do mudik,asemok RT 
@adinekonugroh0
: Burjone rung bukak e Jik RT @adjjiie #indomie sik RT (cont) http://wl.tl/TRVpA",2011-09-06T15:49:28.000Z,ho o rata2 isih do mudik asemok rt adinekonugroh0 burjone rung bukak e jik rt adjjiie indomie sik rt cont,ho o rata2 isih do homecoming asemok rt adinekonugroh0 burjone rung bukak e jik rt adjjiie indomie sik rt cont,neutral
"黒猫 
@bonk_taishou
·
Sep 22, 2011",,sarapan #indomie + es kopi + es extra joss sangatlah tidak disarankan sodara2..,2011-09-22T04:36:06.000Z,sarapan indomie e kopi e extra joss disarankan sodara2,"Indomie breakfast, coffee and extra joss, recommended by you guys",neutral
"MVY YYM
@myusmany
·
Aug 27, 2011",,"Emang ngga ringan ngelakuinnya, tapi dengan semangat, Insyallah tahun ini kita menang - kutipan dari #indomie",2011-08-27T01:18:16.000Z,emang ngga ringan ngelakuinnya semangat insyallah menang kutipan indomie,It's really not easy to do it in the spirit of God willing to win Indomie quotes,positive
"narenda
@narenda
·
Sep 9, 2011",,#indomie JANGAN #indomie JANGAN #indomie BAIKLAH,2011-09-08T17:48:12.000Z,indomie indomie indomie baiklah,indomie indomie indomie okay,positive
"Muhammad Hanif
@rasyda
·
Aug 25, 2011",,"saat lagi laper ,ku makan #INDOMIE | ini ceritaku | mana ceritamu ??",2011-08-24T16:18:38.000Z,laper ku makan indomie ceritaku ceritamu,"I'm hungry to eat Indomie, my story is your story",neutral
"narenda
@narenda
·
Sep 9, 2011",,sahur bro sahur #indomie,2011-09-08T19:31:07.000Z,sahur bro sahur indomie,sahur bro sahur indomie,neutral
"黒猫 
@bonk_taishou
·
Aug 31, 2011",,"Kangen nih ye RT @OdongApaDongo: mulut udah bosen ama ketupat, opor, rendang dan sejenisnya... bener sekarang kangen sama #indomie --a",2011-08-31T11:23:39.000Z,kangen nih ye rt odongapadongo mulut udah bosen ama ketupat opor rendang sejenisnya bener kangen indomie a,"I miss you, I really miss Indomie",positive
"Adjie HS
@ajisuc
·
Sep 13, 2011",,waiki wayahnya #indomie kk :D RT @yumnasatyani: lafarr lagiiiii tapi tak napsu makan jika ingat2 hari esokk T____T,2011-09-13T15:33:38.000Z,waiki wayahnya indomie kk d rt yumnasatyani lafarr lagiiiii napsu makan ingat2 esokk t t,waiki wayahnya indomie kk d rt yumna satyani hungry againiii appetite to eat remember tomorrow t t,neutral
"dini rubiyatun
@dinirubi
·
Aug 28, 2011",,"""InsyaAllah kita tetap menang"" tagline iklan yg mendoakan #indomie",2011-08-27T18:29:12.000Z,insyaallah menang tagline iklan yg mendoakan indomie,"God willing, the advertising tagline that prays for Indomie will win",positive
"@NihAkunfake
·
Sep 6, 2011",,Aaammiiinnn.... RT @kidz_fwew: Kita akan selalu menang #indomie,2011-09-06T14:34:10.000Z,aaammiiinnn rt kidz fwew menang indomie,aaammiiiinnn rt kidz fwew wins indomie,positive
"narenda
@narenda
·
Sep 20, 2011",,"Lapar, #indomie jangan #indomie jangan #labil",2011-09-19T17:52:14.000Z,lapar indomie indomie labil,hungry Indomie Indomie unstable,neutral
"Adjie HS
@ajisuc
·
Sep 3, 2011",,"Walah jat mending gawe #indomie RT @jati_nc: Tak ada istilah ""kemarin"" utk semangkok soto,, walaupun ini soto emg soto sisa kemaren..",2011-09-03T14:41:40.000Z,walah jat mending gawe indomie rt jati nc istilah kemarin utk semangkok soto soto emg soto sisa kemaren,walah jat mending gawe indomie rt jati nc yesterday's term for a bowl of soto soto is yesterday's leftover soto,neutral
"-Irawan-
@hlost
·
Aug 17, 2011",,Cakeep bgt dah lagi puasa gini bau #indomie hadeeh!!,2011-08-17T03:07:35.000Z,cakeep bgt dah puasa gini bau indomie hadeeh,The smell of Indomie Hadeh is so pretty when I'm fasting,positive
"Ridi Fe
@ridife
·
Aug 1, 2011",,alhamdulillah buka hari pertama dengan #indomie...,2011-08-01T11:26:58.000Z,alhamdulillah buka indomie,"Thank God, Indomie is open",neutral
"Sonia Mareta
@OnyaMaretha
·
Aug 15, 2011",,"haha tau aje, udeh aah cusss* *trikselimut,pelukeka* haha RT @TaulDelicious: MARKIBO abis #INDOMIE (cont) http://wl.tl/xmuFA",2011-08-14T18:03:14.000Z,haha tau aje udeh aah cuss trikselimut pelukeka haha rt tauldelicious markibo abis indomie cont,haha just know it's okay cuss trikselimut pelukeka haha ​​rt tauldelicious markibo abis indomie cont,positive
"Metha Yulinda Amansy
@MethaBuncit
·
Jul 26, 2011",,"Kelaperan jam segini,trus aku kedapur cuma ada #indomie sm nasi putih,apa boleh buat,aku goreng ikan #gaknyambung,ini critaku apa critamu?",2011-07-25T16:13:13.000Z,kelaperan jam segini trus kedapur indomie sm nasi putih goreng ikan gaknyambung critaku critamu,I'm starving at this hour and going to the Indomie kitchen with white rice and fried fish doesn't connect with your story,neutral
"Munzali Abdullahi
@munzalikw
·
Aug 15, 2011",,"kai! ai bari kawai RT @DadiRimez: ""
@DatAfricanKid
: na gode maza RT DadiRimez:  #Indomie"" » Sun iya ne?",2011-08-15T02:23:45.000Z,kai ai bari kawai rt dadirimez datafricankid na gode maza rt dadirimez indomie sun iya ne,kai ai bari kawai rt dadirimez datafricankid na gode maza rt dadirimez indomie sun iya ne,neutral
"Imam Asyari
@imamasyari
·
Aug 3, 2011",,"Dulu gue pernah saur pake #timun doang, gara"" keabisan Rantang. Untung ada #indomie jadi bisa santap saur penuh Gizi. *ini cerita ku!",2011-08-02T21:20:25.000Z,gue saur pake timun doang gara keabisan rantang untung indomie santap saur penuh gizi cerita ku,"I only use cucumber for sauce because I'm running out of food. Indomie, eating saur is full of nutrition, my story",positive
"Eric Θ♟
@eric_sujoso
·
Aug 4, 2011",,"Oh, ini ceritamu? :p #iklan #Indomie RT 
@maebs
: Wuit.. Untung keretane tepat waktu rek.. Mulih! Luwe! Indomie goreng sudah menunggu",2011-08-03T17:00:20.000Z,oh ceritamu p iklan indomie rt maebs wuit untung keretane rek mulih luwe indomie goreng menunggu,oh your story kp Indomie RT Headquarters Quit Profit Kretane Rek Mulih Luwe Fried Indomie Waiting,neutral
"Iraf 
@raf_iraf
·
Aug 11, 2011",,"waktu tinggal di pedalaman papua,aku bela''in beli #Indomie ke belanda..
Ini cerita ku,kamu ga punya cerita?",2011-08-10T22:32:50.000Z,tinggal pedalaman papua bela in beli indomie belanda cerita ku ga cerita,"living in the interior of Papua, defending in buying Dutch Indomie, I can't tell the story",neutral
"Tru
@matasapi
·
Aug 15, 2011",,"""insya allah kali ini kt menang"" a bad slogan fr #indomie #ramadhan",2011-08-15T12:49:51.000Z,insya allah kali kt menang a bad slogan fr indomie ramadhan,"God willing, next time we win, a bad slogan for Indomie Ramadhan",positive
"Iraf 
@raf_iraf
·
Aug 11, 2011",,"''Neng,Kamu sama kayak #Indomie deh..'' | ''ko' sama??'' | ''Sama-sama,Selera Kuu..'' | ''ih,bisa aja.. #sambitMieSedaap ''",2011-08-10T21:59:31.000Z,neng kayak indomie deh ko selera kuu ih aja sambitmiesedaap,"Neng, it's like Indomie, my taste is just sambitmiesedaap",neutral
username,handle,content,time,content,content,neutral
"Metha Yulinda Amansy
@MethaBuncit
·
Jul 26, 2011",,"Kelaperan jam segini,trus aku kedapur cuma ada #indomie sm nasi putih,apa boleh buat,aku goreng ikan #gaknyambung,ini critaku apa critamu?",2011-07-25T16:13:13.000Z,kelaperan jam segini trus kedapur indomie sm nasi putih goreng ikan gaknyambung critaku critamu,I'm starving at this hour and going to the Indomie kitchen with white rice and fried fish doesn't connect with your story,neutral
"Munzali Abdullahi
@munzalikw
·
Aug 15, 2011",,"kai! ai bari kawai RT @DadiRimez: ""
@DatAfricanKid
: na gode maza RT DadiRimez:  #Indomie"" » Sun iya ne?",2011-08-15T02:23:45.000Z,kai ai bari kawai rt dadirimez datafricankid na gode maza rt dadirimez indomie sun iya ne,kai ai bari kawai rt dadirimez datafricankid na gode maza rt dadirimez indomie sun iya ne,neutral
"Imam Asyari
@imamasyari
·
Aug 3, 2011",,"Dulu gue pernah saur pake #timun doang, gara"" keabisan Rantang. Untung ada #indomie jadi bisa santap saur penuh Gizi. *ini cerita ku!",2011-08-02T21:20:25.000Z,gue saur pake timun doang gara keabisan rantang untung indomie santap saur penuh gizi cerita ku,"I only use cucumber for sauce because I'm running out of food. Indomie, eating saur is full of nutrition, my story",positive
"Eric Θ♟
@eric_sujoso
·
Aug 4, 2011",,"Oh, ini ceritamu? :p #iklan #Indomie RT 
@maebs
: Wuit.. Untung keretane tepat waktu rek.. Mulih! Luwe! Indomie goreng sudah menunggu",2011-08-03T17:00:20.000Z,oh ceritamu p iklan indomie rt maebs wuit untung keretane rek mulih luwe indomie goreng menunggu,oh your story kp Indomie RT Headquarters Quit Profit Kretane Rek Mulih Luwe Fried Indomie Waiting,neutral
"Iraf 
@raf_iraf
·
Aug 11, 2011",,"waktu tinggal di pedalaman papua,aku bela''in beli #Indomie ke belanda..
Ini cerita ku,kamu ga punya cerita?",2011-08-10T22:32:50.000Z,tinggal pedalaman papua bela in beli indomie belanda cerita ku ga cerita,"Living in the interior of Papua, I'm going to buy Dutch Indomie, I'm not telling the story",neutral
"Tru
@matasapi
·
Aug 15, 2011",,"""insya allah kali ini kt menang"" a bad slogan fr #indomie #ramadhan",2011-08-15T12:49:51.000Z,insya allah kali kt menang a bad slogan fr indomie ramadhan,"God willing, next time we win, a bad slogan for Indomie Ramadhan",positive
"Iraf 
@raf_iraf
·
Aug 11, 2011",,"''Neng,Kamu sama kayak #Indomie deh..'' | ''ko' sama??'' | ''Sama-sama,Selera Kuu..'' | ''ih,bisa aja.. #sambitMieSedaap ''",2011-08-10T21:59:31.000Z,neng kayak indomie deh ko selera kuu ih aja sambitmiesedaap,"Neng, it's like Indomie, my taste is just sambitmiesedaap",neutral
"Adeline Favian
@Aline_Pabian
·
Aug 3, 2011",,"Saat pada puasa kantin dikantor tutup, padahal ak laper n pengen banget makan indomie. iniceritakuapaceritamu? #indomie",2011-08-03T02:15:06.000Z,puasa kantin dikantor tutup ak laper n pengen banget makan indomie iniceritakuapaceritamu indomie,"Fasting, the canteen at the office is closed, I'm not hungry and I really want to eat Indomie. This is my story. What's your story? Indomie",positive
"Isanah Rahmawati Ψ
@Isyanaaa
·
Jul 28, 2011",,"ini cerita saya, apa ceritamu #indomie RT @wawausimpsons: Buset udah kaya rebus aja makan paku ikut2 dah *maka… (cont) http://deck.ly/~C8RjB",2011-07-28T13:19:28.000Z,cerita ceritamu indomie rt wawausimpsons buset udah kaya rebus aja makan paku ikut2 dah cont,"tell your story, Indomie RT Wawausimpsons, the bus is already like boiled, just eat nails, come along, cont",neutral
