full_text,time,cleaned_tweet,sentiment,textblob_sentiment
Akhirnya makan siang dgn soto banjar. :) #indomie,2012-11-07T05:25:30.000Z,makan siang dgn soto banjar indomie,neutral,neutral
"Hi, diet. Tonight I say “No!” to you... #indomie #rendang @ Jalan Pejompongan Dalam http://instagr.am/p/Rz0vt7Lk5-/",2012-11-09T13:03:07.000Z,hi diet tonight i say no to you indomie rendang jalan pejompongan,negative,neutral
"Salut hasil karya bapak 
@Subiakto
, iklan 50th #Indomie sangat berkebangsaan dan mengena. Aransemen musik yg tepat menghidupkan liriknya.",2012-10-29T15:36:50.000Z,salut hasil karya subiakto iklan 50th indomie berkebangsaan mengena aransemen musik yg menghidupkan liriknya,positive,neutral
"My Fav. lyric :) --> ""Hari ini kita puasa. Menjalankan perintah agama. Buka puasa dgn #Indomie. Indomie seleraku"" 
@Subiakto",2012-10-30T06:14:20.000Z,my fav lyric puasa menjalankan perintah agama buka puasa dgn indomie indomie seleraku subiakto,positive,positive
"Ke kede mau beli #indomie
:-D",2012-09-28T06:29:13.000Z,kede beli indomie d,neutral,neutral
"Wkt di Arab, #indomie jg ada dimana2. Bahkan indofood ampe buka kantor di Jeddah. Hebat yah.",2012-09-21T19:35:43.000Z,wkt arab indomie jg dimana2 indofood ampe buka kantor jeddah hebat yah,positive,neutral
content,time,content,neutral,neutral
"Wkt di Arab, #indomie jg ada dimana2. Bahkan indofood ampe buka kantor di Jeddah. Hebat yah.",2012-09-21T19:35:43.000Z,wkt arab indomie jg dimana2 indofood ampe buka kantor jeddah hebat yah,positive,neutral
"Gw udah bantai 2bks2telor #indomie,keunyang..""@hardcelona: *perut mulai bergejolak* saatnya sisiran.""",2012-09-18T17:45:23.000Z,gw udah bantai 2bks2telor indomie keunyang hardcelona perut bergejolak sisiran,negative,neutral
"lunch #indomie #MinuteMaid #winning cc 
@domsy046
 http://instagr.am/p/P4L1nFIKeL/",2012-09-22T12:39:23.000Z,lunch indomie minutemaid winning cc domsy046,neutral,positive
ujan2 gni wktu nya indomie niih.. indomie spesial telorr :D engg..ingg..eennggg :D #indomie,2012-10-07T09:24:04.000Z,ujan2 gni wktu nya indomie niih indomie spesial telorr d engg ingg eennggg d indomie,negative,neutral
Tetep yah yang namanya #indomie itu enak banget apalagi yg rasa kaldu ayam~,2012-09-07T15:25:28.000Z,tetep yah namanya indomie enak banget yg kaldu ayam,positive,neutral
#Indomie seleraku... #AnakRantau,2012-09-14T23:31:09.000Z,indomie seleraku anakrantau,positive,neutral
"Saya laper, mau masak #Indomie Ayam Special pake telur 2 biji (ʃ⌣ƪ)",2012-10-09T14:16:44.000Z,laper masak indomie ayam special pake telur 2 biji ʃ ƪ,neutral,positive
"Korban iklan~""@MuhammadFerdly: sudahsudah makan siang dulu sana #indomie""
@Ichamarwah
 Mas tu yg buat bingung-_-""@MuhammadFerdly: mas pun gak",2012-09-10T04:58:00.000Z,korban iklan muhammadferdly sudahsudah makan siang indomie ichamarwah ma tu yg bingung _ muhammadferdly ma gak,positive,neutral
Sarapan pake #Indomie kaldu ayam polos di awal bulan itu sesuatu...,2012-10-02T00:09:13.000Z,sarapan pake indomie kaldu ayam polo,negative,neutral
"Cuma 5 menit, semangkuk #Indomie ini udah hilang, masuk ke dalam perut saya...",2012-10-02T00:14:02.000Z,5 menit semangkuk indomie udah hilang masuk perut,neutral,neutral
"Baca TLnya 
@fitorio
 , bapak muda (????) yg merasa tertipu dgn iklan #Indomie ... wekekekeh",2012-10-06T09:07:30.000Z,baca tlnya fitorio muda yg tertipu dgn iklan indomie wekekekeh,positive,neutral
Sarapan buat hari ini #Indomie rasa kaldu ayam aja deh... #ItsCookingTime,2012-09-14T23:16:27.000Z,sarapan indomie kaldu ayam aja deh itscookingtime,negative,neutral
Ternyata saos pun malem (or pagi?) ini penghabisan... T_T #Indomie #ItsCookingTime,2012-09-15T17:38:26.000Z,saos malem or pagi penghabisan t_t indomie itscookingtime,positive,neutral
Telor ayam terakhir yang gw punya pun nyemplung ke dalem pan... #Indomie #ItsCookingTime,2012-09-15T17:34:53.000Z,telor ayam gw nyemplung dalem pan indomie itscookingtime,neutral,neutral
"Hidup tnpa cinta,bagaikan mkn #indomie ga pake bumbu. Anyeppp mennnn",2012-09-24T18:57:12.000Z,hidup tnpa cinta mkn indomie ga pake bumbu anyeppp mennnn,positive,neutral
"Dan karna lapar melanda, terpaksa deh masak #Indomie Rasa Ayam Spesial buat pengganjal perut sebelum tidur... #ItsCookingTime",2012-09-15T17:31:44.000Z,karna lapar melanda terpaksa deh masak indomie ayam spesial pengganjal perut tidur itscookingtime,negative,neutral
"Andai #indomie dijadiin Hobi, pelakunya kebanyakan adalah anak rantau & anak kost *larasTeguh*",2012-09-15T18:19:45.000Z,andai indomie dijadiin hobi pelakunya kebanyakan anak rantau anak kost larasteguh,positive,neutral
"Terimakasih kpd yg nyiptain #indomie, wlpn bnyk mecin & bikin bego tp enaknyaaa kl dimakan, apalagi cuaca dingin gini",2012-09-15T18:15:48.000Z,terimakasih kpd yg nyiptain indomie wlpn bnyk mecin bikin bego tp enaknyaaa kl dimakan cuaca dingin gini,positive,neutral
Bikin sendiri sama dibikinin rasanya beda #misteri #indomie,2012-09-10T17:28:29.000Z,bikin dibikinin beda misteri indomie,negative,neutral
RT @iRic_anjeyo316: mtu anakuinvite supper #Indomie na #Sossi.. asante.. Hehehee,2012-08-21T17:45:54.000Z,rt iric_anjeyo316 mtu anakuinvite supper indomie na sossi asante hehehee,positive,neutral
yumm!! #indomie goreng keju.. #cheeselovers http://instagr.am/p/O1qfQZKEff/,2012-08-27T16:38:03.000Z,yumm indomie goreng keju cheeselovers,negative,neutral
"Mie slalu jd makanan faforit!!
#indomie",2012-08-27T10:34:47.000Z,mie slalu jd makanan faforit indomie,positive,neutral
#NAME?,2012-08-05T11:23:54.000Z,name,neutral,neutral
content,time,content,neutral,neutral
"Andai #indomie dijadiin Hobi, pelakunya kebanyakan adalah anak rantau & anak kost *larasTeguh*",2012-09-15T18:19:45.000Z,andai indomie dijadiin hobi pelakunya kebanyakan anak rantau anak kost larasteguh,positive,neutral
"Terimakasih kpd yg nyiptain #indomie, wlpn bnyk mecin & bikin bego tp enaknyaaa kl dimakan, apalagi cuaca dingin gini",2012-09-15T18:15:48.000Z,terimakasih kpd yg nyiptain indomie wlpn bnyk mecin bikin bego tp enaknyaaa kl dimakan cuaca dingin gini,positive,neutral
Bikin sendiri sama dibikinin rasanya beda #misteri #indomie,2012-09-10T17:28:29.000Z,bikin dibikinin beda misteri indomie,negative,neutral
RT @iRic_anjeyo316: mtu anakuinvite supper #Indomie na #Sossi.. asante.. Hehehee,2012-08-21T17:45:54.000Z,rt iric_anjeyo316 mtu anakuinvite supper indomie na sossi asante hehehee,positive,neutral
yumm!! #indomie goreng keju.. #cheeselovers http://instagr.am/p/O1qfQZKEff/,2012-08-27T16:38:03.000Z,yumm indomie goreng keju cheeselovers,negative,neutral
"Mie slalu jd makanan faforit!!
#indomie",2012-08-27T10:34:47.000Z,mie slalu jd makanan faforit indomie,positive,neutral
#NAME?,2012-08-05T11:23:54.000Z,name,neutral,neutral
"puasa cik :p RT 
@jiroo17
: Makaan #indomie rasa rendaang ahh ~(‾▿‾~) (~‾▿‾)~",2012-07-26T00:13:20.000Z,puasa cik p rt jiroo17 makaan indomie rendaang ahh,positive,neutral
"Coba #Indomie kaya nutrisi seperti buah dan sayur, gw bakalan makan setiap hari di sisa hidup gw",2012-08-15T15:05:23.000Z,coba indomie kaya nutrisi buah sayur gw makan sisa hidup gw,positive,neutral
"Percayalah, Anda akan menyesal dunia akhirat jika seumur hidup tidak pernah makan yang namanya #Indomie",2012-08-15T15:04:41.000Z,percayalah menyesal dunia akhirat seumur hidup makan namanya indomie,positive,neutral
makan saur hanya mie #indomie rendang -__-,2012-07-30T20:42:40.000Z,makan saur mie indomie rendang __,neutral,neutral
"#Indomie mengadakan kampanye idola 'senior' dan 'junior' melalu iklan2nya, that's a nice concept",2012-08-02T02:10:09.000Z,indomie mengadakan kampanye idola senior junior melalu iklan2nya that s a nice concept,positive,positive
"Sudah pagiii @calistacecelia sama 
@fizcagisel
 mala lomba makan #indomie selera #indonesia ‎​Ѽώκª=))ώκάº°˚Ѽ˚°ºώκά=))ώκªѼ prettt",2012-08-17T00:16:57.000Z,pagiii calistacecelia fizcagisel mala lomba makan indomie selera indonesia ѽώκª ώκάº ѽ ºώκά ώκªѽ prettt,neutral,neutral
"ini ceritaku dan 
@laniezhap
, apa ceritamu? #indomie",2012-08-04T16:59:14.000Z,ceritaku laniezhap ceritamu indomie,neutral,neutral
"Mau dong mau""@DaanaCRonaldo7: #indomie lagi ajah -_-""",2012-09-03T13:27:35.000Z,daanacronaldo7 indomie ajah _,neutral,neutral
"“
@ratnakwik
: menetapkan #indomie sebagai sahabat terbaikku” abis naek gaji ko makannya ttp mi instan. Ups...",2012-08-25T08:23:45.000Z,ratnakwik menetapkan indomie sahabat terbaikku abis naek gaji ko makannya ttp mi instan ups,positive,neutral
"Hahaha, emang bener kata 
@bandeng_
 , seharusnya sharena ama Utet , nah Iko ama Clift Sangra aja ... Biar connect #Indomie...",2012-08-09T10:13:13.000Z,hahaha emang bener bandeng_ sharena ama utet iko ama clift sangra aja biar connect indomie,neutral,positive
Akhirnya makan #Indomie ditempatnya lae Hutabarat...Nikmatnya makan mie instant kalo perut kelaparan... #Lebaran,2012-08-19T01:53:53.000Z,makan indomie ditempatnya lae hutabarat nikmatnya makan mie instant kalo perut kelaparan lebaran,positive,neutral
Cabenya 2 ya mas RT @arancia_nero: #indomie kari ayam aja dulu #bukantweetberbayar,2012-08-10T16:39:44.000Z,cabenya 2 ya ma rt arancia_nero indomie kari ayam aja bukantweetberbayar,neutral,neutral
#indomie rebus adalah opor ayam yg tertunda..,2012-08-06T22:49:24.000Z,indomie rebus opor ayam yg tertunda,neutral,neutral
"Tambahin lg smpe sekilo :| RT @arancia_nero: Tiga, ini aja ga berasa pedesnya pfft RT dyanulfap: Cabenya 2 ya mas RT arancia_nero: #indomie",2012-08-10T16:53:49.000Z,tambahin lg smpe sekilo rt arancia_nero aja ga berasa pedesnya pfft rt dyanulfap cabenya 2 ya ma rt arancia_nero indomie,neutral,neutral
"Maumaumau wkwk""@DaanaCRonaldo7: @shahnaziaamaly #indomie haha dia mau indomie ?""",2012-09-03T14:29:48.000Z,maumaumau wkwk daanacronaldo7 shahnaziaamaly indomie haha indomie,neutral,positive
"Bikinin lah wkwk""@DaanaCRonaldo7: @shahnaziaamaly #indomie haha sana bikin sendiri :p""",2012-09-03T14:35:02.000Z,bikinin wkwk daanacronaldo7 shahnaziaamaly indomie haha bikin p,neutral,positive
"Lobatan, #Indomie hungry man size./... lwkmd!!!",2012-07-19T13:31:54.000Z,lobatan indomie hungry man size lwkmd,neutral,neutral
"RT 
@diarnova
: Apa perlu aku jadi #indomie biar aku ini seleramu?",2012-07-19T14:23:39.000Z,rt diarnova indomie biar seleramu,neutral,neutral
Oyoyo #cowbell #indomie *smh,2012-07-09T07:54:54.000Z,oyoyo cowbell indomie smh,neutral,neutral
Beda Generasi Satu Selera #INDOMIE,2012-07-21T14:42:49.000Z,beda generasi selera indomie,neutral,neutral
content,time,content,neutral,neutral
#indomie rebus adalah opor ayam yg tertunda..,2012-08-06T22:49:24.000Z,indomie rebus opor ayam yg tertunda,neutral,neutral
"Tambahin lg smpe sekilo :| RT @arancia_nero: Tiga, ini aja ga berasa pedesnya pfft RT dyanulfap: Cabenya 2 ya mas RT arancia_nero: #indomie",2012-08-10T16:53:49.000Z,tambahin lg smpe sekilo rt arancia_nero aja ga berasa pedesnya pfft rt dyanulfap cabenya 2 ya ma rt arancia_nero indomie,neutral,neutral
"Maumaumau wkwk""@DaanaCRonaldo7: @shahnaziaamaly #indomie haha dia mau indomie ?""",2012-09-03T14:29:48.000Z,maumaumau wkwk daanacronaldo7 shahnaziaamaly indomie haha indomie,neutral,positive
"Bikinin lah wkwk""@DaanaCRonaldo7: @shahnaziaamaly #indomie haha sana bikin sendiri :p""",2012-09-03T14:35:02.000Z,bikinin wkwk daanacronaldo7 shahnaziaamaly indomie haha bikin p,neutral,positive
"Lobatan, #Indomie hungry man size./... lwkmd!!!",2012-07-19T13:31:54.000Z,lobatan indomie hungry man size lwkmd,neutral,neutral
"RT 
@diarnova
: Apa perlu aku jadi #indomie biar aku ini seleramu?",2012-07-19T14:23:39.000Z,rt diarnova indomie biar seleramu,neutral,neutral
Oyoyo #cowbell #indomie *smh,2012-07-09T07:54:54.000Z,oyoyo cowbell indomie smh,neutral,neutral
Beda Generasi Satu Selera #INDOMIE,2012-07-21T14:42:49.000Z,beda generasi selera indomie,neutral,neutral
"Wkakaka , aku jg mau mkan indomie :p RT @IhdaAAshfarani: 
@ChildOfAngel
 Hahaha Sorry (Mau ini) #Indomie",2012-07-15T06:03:29.000Z,wkakaka jg mkan indomie p rt ihdaaashfarani childofangel hahaha sorry indomie,negative,negative
"RT !!! @Rudolph_BL: 3. Menu sahur super lengkap. Eh pas sminggu, sahurx cuma bareng #indomie. #10ThingsAboutSahurPertama",2012-07-20T20:58:00.000Z,rt rudolph_bl 3 menu sahur super lengkap eh pa sminggu sahurx bareng indomie 10thingsaboutsahurpertama,positive,positive
"Gggada yang masakin , akhirnya Sahur pake #indomie.",2012-05-22T20:46:50.000Z,gggada masakin sahur pake indomie,positive,neutral
"Kinyi mssn dadi #indomie""@maryshiimma: I hate indomie and spaghetti""",2012-07-12T16:01:40.000Z,kinyi mssn dadi indomie maryshiimma i hate indomie and spaghetti,neutral,negative
Meen y7bk gd ma a7bbk ana ;____; #indomie,2012-07-08T20:26:12.000Z,meen y7bk gd ma a7bbk ana ____ indomie,neutral,neutral
Alhamdulillah masih bisa makan #Indomie cakalang... :),2012-07-16T01:41:38.000Z,alhamdulillah makan indomie cakalang,positive,neutral
#Indomie selalu membuat bahagia disaat kya gini \/,2012-07-08T06:50:23.000Z,indomie bahagia disaat kya gini,positive,neutral
"Makanan apa yang paling enak di Indonesia? Ya #Indomie lah, dari yang miskin kaya, tua muda, laki perempuan, cakep jelek pasti pernah makan",2012-06-18T08:43:11.000Z,makanan enak indonesia ya indomie miskin kaya tua muda laki perempuan cakep jelek makan,positive,neutral
"Aku paling suka #indomie ! ""
@kompascom
: Yang Bikin Makanan Sehat Kurang Disukai http://kom.ps/ABpnFo""",2012-07-10T14:50:35.000Z,suka indomie kompascom bikin makanan sehat disukai,positive,neutral
Mamam yuuu ..... #LastLunchInJuly #food #noodle #indomie #yummy http://instagr.am/p/NSmfyHQTgT/,2012-07-20T05:17:55.000Z,mamam yuuu lastlunchinjuly food noodle indomie yummy,neutral,neutral
"#JulyWish : Semoga harga #IndoMie lebih murah dibanding bulan lalu, ini derita.ku, mana derita.mu? :D #kwak",2012-06-30T17:19:47.000Z,julywish semoga harga indomie murah dibanding derita ku derita mu d kwak,positive,neutral
Kala kelaparan melanda di malam hari.. #indomie #noodle #food #asian #rice #duaporsi  http://instagr.am/p/NGuLVSRCCl/,2012-07-15T14:34:33.000Z,kelaparan melanda malam indomie noodle food asian rice duaporsi,negative,neutral
Indomie indomie selerakuuu..Indomie dari dan bagi Indonesia *nyanyi sambil makan Indomie* #indomie,2012-06-16T03:30:26.000Z,indomie indomie selerakuuu indomie indonesia nyanyi makan indomie indomie,positive,neutral
"Walaupun sahur di subuh ini cuma sebungkus #Indomie tetap disyukuri. Ini ceritaku, apa ceritamu??",2012-07-20T21:27:12.000Z,sahur subuh sebungkus indomie disyukuri ceritaku ceritamu,positive,neutral
"Pantesan kamu ceking euy,,daharna nu kitu gening!! RT 
@THYranosaurus
: selamat makan #indomie""",2012-07-07T16:51:02.000Z,pantesan ceking euy daharna nu kitu gening rt thyranosaurus selamat makan indomie,positive,neutral
"Lihat kak 
@sherinamunaf
 di iklan #indomie cantik potongan rambutnya.. hhmm,jd kepengen kyk gitu.. :D",2012-07-08T14:58:53.000Z,lihat kak sherinamunaf iklan indomie cantik potongan rambutnya hhmm jd kepengen kyk gitu d,positive,neutral
mana racun kesenangan saya??? #indomie,2012-05-03T13:08:56.000Z,racun kesenangan indomie,positive,neutral
dan #indomie adalah pilihanya :),2012-04-21T17:54:58.000Z,indomie pilihanya,positive,neutral
"gw mah mie sedap wkwkwkwkw RT @adams_putra: #indomie ...
makanan anak koss,,,
hiks,hiks ,,",2012-05-03T09:27:15.000Z,gw mah mie sedap wkwkwkwkw rt adams_putra indomie makanan anak kos hiks hiks,positive,neutral
content,time,content,neutral,neutral
"#JulyWish : Semoga harga #IndoMie lebih murah dibanding bulan lalu, ini derita.ku, mana derita.mu? :D #kwak",2012-06-30T17:19:47.000Z,julywish semoga harga indomie murah dibanding derita ku derita mu d kwak,positive,neutral
Kala kelaparan melanda di malam hari.. #indomie #noodle #food #asian #rice #duaporsi  http://instagr.am/p/NGuLVSRCCl/,2012-07-15T14:34:33.000Z,kelaparan melanda malam indomie noodle food asian rice duaporsi,negative,neutral
Indomie indomie selerakuuu..Indomie dari dan bagi Indonesia *nyanyi sambil makan Indomie* #indomie,2012-06-16T03:30:26.000Z,indomie indomie selerakuuu indomie indonesia nyanyi makan indomie indomie,positive,neutral
"Walaupun sahur di subuh ini cuma sebungkus #Indomie tetap disyukuri. Ini ceritaku, apa ceritamu??",2012-07-20T21:27:12.000Z,sahur subuh sebungkus indomie disyukuri ceritaku ceritamu,positive,neutral
"Pantesan kamu ceking euy,,daharna nu kitu gening!! RT 
@THYranosaurus
: selamat makan #indomie""",2012-07-07T16:51:02.000Z,pantesan ceking euy daharna nu kitu gening rt thyranosaurus selamat makan indomie,positive,neutral
"Lihat kak 
@sherinamunaf
 di iklan #indomie cantik potongan rambutnya.. hhmm,jd kepengen kyk gitu.. :D",2012-07-08T14:58:53.000Z,lihat kak sherinamunaf iklan indomie cantik potongan rambutnya hhmm jd kepengen kyk gitu d,positive,neutral
mana racun kesenangan saya??? #indomie,2012-05-03T13:08:56.000Z,racun kesenangan indomie,positive,neutral
dan #indomie adalah pilihanya :),2012-04-21T17:54:58.000Z,indomie pilihanya,positive,neutral
"gw mah mie sedap wkwkwkwkw RT @adams_putra: #indomie ...
makanan anak koss,,,
hiks,hiks ,,",2012-05-03T09:27:15.000Z,gw mah mie sedap wkwkwkwkw rt adams_putra indomie makanan anak kos hiks hiks,positive,neutral
mantap mie #indomie memang juara deh hehe :D,2012-05-11T17:53:27.000Z,mantap mie indomie juara deh hehe d,positive,neutral
"anjinglah..gue laper RT: 
@henokray
: Udh bangkrut“
@agunghanderson
: mana racun kesenangan saya??? #indomie”",2012-05-03T13:10:47.000Z,anjinglah gue laper rt henokray udh bangkrut agunghanderson racun kesenangan indomie,positive,neutral
"Keren !!! RT 
@chainesea
: Ada #Indomie dijual di 7 Eleven di #Macau. #HKMFMtrip http://bit.ly/I9sdvP",2012-04-07T11:25:55.000Z,keren rt chainesea indomie dijual 7 eleven macau hkmfmtrip,positive,neutral
Buat sarapan dulu ah...Makan #Indomie aja biar praktis & ekonomis... :D,2012-05-06T01:02:19.000Z,sarapan ah makan indomie aja biar praktis ekonomis d,positive,neutral
Hmmmm lezat #indomie goreng ,2012-04-22T01:08:19.000Z,hmmmm lezat indomie goreng,positive,neutral
#Indomie kyknya asik ni :D,2012-04-12T16:20:02.000Z,indomie kyknya asik ni d,neutral,neutral
"transfer lah jam 9 haha RT: 
@SarwedyN
: Dikamar gw banyak..RT 
@agunghanderson
 mana racun kesenangan saya??? #indomie",2012-05-03T13:11:45.000Z,transfer jam 9 haha rt sarwedyn dikamar gw rt agunghanderson racun kesenangan indomie,positive,positive
Yang instant memang slalu nikmat :* ... #Indomie,2012-04-18T17:42:20.000Z,instant slalu nikmat indomie,positive,neutral
#Indomie Rendang itu enak ya tuips ,2012-05-03T14:28:46.000Z,indomie rendang enak ya tuips,positive,neutral
Pulang kerja ngantuk banget tapi perut laper...Mau gak mau #Indomie goreng harus dimasak sekarang... #ItsCookingTime,2012-04-30T14:57:36.000Z,pulang kerja ngantuk banget perut laper gak indomie goreng dimasak itscookingtime,negative,neutral
"Ngehek ! RT 
@socialfake_
: Indomie goreng rendang  #instantmie #bukan #instagram #tapi  #indomie #biar #keren #hastagnya #banyak #oke #sip",2012-04-04T18:07:29.000Z,ngehek rt socialfake_ indomie goreng rendang instantmie instagram indomie biar keren hastagnya oke sip,positive,neutral
"Nah! #indomie RT @newlawofLove: 
@zonderzulu
 menggoda",2012-04-25T16:12:10.000Z,indomie rt newlawoflove zonderzulu menggoda,positive,neutral
"Bigmac + kentang tadi jam 5 sore kagak mampu bikin kenyang yah,perut mulai galau #indomie",2012-04-07T16:23:36.000Z,bigmac kentang jam 5 sore kagak bikin kenyang yah perut galau indomie,neutral,neutral
"#Indomie , brand yang sudah merasuk ke hati(ku)",2012-04-25T16:11:09.000Z,indomie brand merasuk hati ku,positive,neutral
"Lapar ke wak? *siannnYeh RT @biebiiebie: Lidah nda bise bohong #indomie RT @KalbarKite: Omongan boleh bual, kelakuan",2012-05-16T20:11:39.000Z,lapar wak siannnyeh rt biebiiebie lidah nda bise bohong indomie rt kalbarkite omongan bual kelakuan,negative,neutral
"#indomie ...
makanan anak koss,,,
hiks,hiks ,,",2012-05-03T09:26:15.000Z,indomie makanan anak kos hiks hiks,positive,neutral
"Enak :D RT 
@nisalazura
: makan makanan anak kost dulu ah #indomie  (´._.`)\('́⌣'̀ )",2012-05-04T07:40:28.000Z,enak d rt nisalazura makan makanan anak kost ah indomie _,positive,neutral
"Mie hijau, siapa yg mau? #indomie seleraku:p #makanan #enak http://yfrog.com/kk2tsgxj",2012-03-03T17:06:32.000Z,mie hijau yg indomie seleraku p makanan enak,positive,neutral
content,time,content,neutral,neutral
"Lapar ke wak? *siannnYeh RT @biebiiebie: Lidah nda bise bohong #indomie RT @KalbarKite: Omongan boleh bual, kelakuan",2012-05-16T20:11:39.000Z,lapar wak siannnyeh rt biebiiebie lidah nda bise bohong indomie rt kalbarkite omongan bual kelakuan,negative,neutral
"#indomie ...
makanan anak koss,,,
hiks,hiks ,,",2012-05-03T09:26:15.000Z,indomie makanan anak kos hiks hiks,positive,neutral
"Enak :D RT 
@nisalazura
: makan makanan anak kost dulu ah #indomie  (´._.`)\('́⌣'̀ )",2012-05-04T07:40:28.000Z,enak d rt nisalazura makan makanan anak kost ah indomie _,positive,neutral
"Mie hijau, siapa yg mau? #indomie seleraku:p #makanan #enak http://yfrog.com/kk2tsgxj",2012-03-03T17:06:32.000Z,mie hijau yg indomie seleraku p makanan enak,positive,neutral
"Wow.. Ini baru rendang.. Ckckckck RT 
@IQ911
: NICK0MINAJ apa..? #Indomie goreng rendang??",2012-03-02T10:57:15.000Z,wow rendang ckckckck rt iq911 nick0minaj indomie goreng rendang,negative,positive
"Yg setuju RT, #indomie adalah makanan nasional kita:p tiada hari tanpa indomie:p",2012-03-18T16:52:00.000Z,yg setuju rt indomie makanan nasional p tiada indomie p,positive,neutral
"Hujan2 seperti ini gw minta ita untuk buatin #indomie rebus plus telor, itu ceritaku, apa ceritamu? Q : siapakah ita?",2012-02-26T11:57:52.000Z,hujan2 gw ita buatin indomie rebus plus telor ceritaku ceritamu q ita,neutral,neutral
"RT @risabellaqueen: Trpaksa makan #Indomie (¬_¬"")  laper tdk tertahan",2012-03-13T04:17:31.000Z,rt risabellaqueen trpaksa makan indomie _ laper tdk tertahan,neutral,neutral
Sarapan pagi ini dimulai dengan #mierebus #indomie ini ceritaku mana ceritamu...,2012-03-10T02:55:29.000Z,sarapan pagi mierebus indomie ceritaku ceritamu,negative,neutral
"Ada bokep terbaru, coli dulu sanah #INDOMIE",2012-03-26T16:40:03.000Z,bokep terbaru coli sanah indomie,positive,neutral
Ngguateli pol @BROTHER_D_  #lemper #basin #indomie #nglencer ajor hahahaa,2012-03-09T14:30:09.000Z,ngguateli pol brother_d_ lemper basin indomie nglencer ajor hahahaa,negative,neutral
"RT 
@anggarapraditya
 RT 
@cellacea
: Makan #indomie 1 itu ga cukup ya!!",2012-03-18T09:15:15.000Z,rt anggarapraditya rt cellacea makan indomie 1 ga ya,neutral,neutral
Masak #Indomie enak kale ye :),2012-03-30T16:00:06.000Z,masak indomie enak kale ye,positive,neutral
"wktu hujan trun aku pngen bgt mkn indomie, yaudah aku msak, pas mau
msak eh hujannya berenti, yaudah ga jadi
makan indomie deh #Indomie",2012-03-24T04:12:25.000Z,wktu hujan trun pngen bgt mkn indomie yaudah msak pa msak eh hujannya berenti yaudah ga makan indomie deh indomie,neutral,neutral
"Dlu sewaktu ada prtndingan bola papa slalu ngebangunin aku dan msak
indomie, lalu saat mau nton bru sdar klo kita
gapunya TV! #Indomie",2012-03-24T04:11:27.000Z,dlu prtndingan bola papa slalu ngebangunin msak indomie nton bru sdar klo gapunya tv indomie,neutral,neutral
"setelah aku makan indomie, perutku langsung sakit2, ternyata aku
masukin saus 1 botol smpe abis, ini ceritaku
apa ceritamu? #indomie",2012-03-24T04:16:12.000Z,makan indomie perutku langsung sakit2 masukin saus 1 botol smpe abis ceritaku ceritamu indomie,negative,neutral
"Daripada kerja ""gila"", otw kos makan #indomie rebus dulu di Indraprasta #semarang",2012-03-02T17:30:47.000Z,kerja gila otw ko makan indomie rebus indraprasta semarang,negative,neutral
Kalo ujan plg enak makan #Indomie  (˘ڡ˘),2012-03-05T12:45:41.000Z,kalo ujan plg enak makan indomie ڡ,positive,neutral
Kalo ujan-ujan paling enak makan #Indomie soto  (^ڡ̩̩^),2012-04-03T09:23:19.000Z,kalo ujan ujan enak makan indomie soto ڡ,positive,neutral
"Ada yg udah ketagihan #Indomie goreng rendang kaya gw ,,,  (˘ڡ˘)",2012-04-01T12:49:02.000Z,yg udah ketagihan indomie goreng rendang kaya gw ڡ,positive,neutral
Ayoo ke dapur bkin #indomie *gandeng mamaah*,2012-02-16T13:06:28.000Z,ayoo dapur bkin indomie gandeng mamaah,neutral,neutral
"RT @NIDJIholic_CUP: Selamat pagi 
@NidjiIndonesia
 3 Hari Lagi #NFCIII Supported By : 
@s_nexian
 - #Djarum - #Honda - #Indomie - 
@MusicaStudios",2012-04-03T00:32:47.000Z,rt nidjiholic_cup selamat pagi nidjiindonesia 3 nfciii supported by s_nexian djarum honda indomie musicastudios,positive,neutral
Ya ampun @LyaWalker53 #indomie sehari 3x ckckck,2012-03-15T16:10:06.000Z,ya ampun lyawalker53 indomie sehari 3x ckckck,negative,neutral
Mau masak #indomie. Tapi HerPot nya uda main. Iklannya sebentar.,2012-01-08T13:59:07.000Z,masak indomie herpot nya uda main iklannya sebentar,neutral,positive
"Keluar, beli #Indomie :)",2012-01-08T13:53:30.000Z,beli indomie,neutral,neutral
"Rasa nyobek spesial ada ga? #sambilnyeret RT 
@rickywasblake
: rasa baru #indomie rasa remuk spesial huehuehuehue.......
@nadia_aaliyah",2012-01-25T18:17:59.000Z,nyobek spesial ga sambilnyeret rt rickywasblake indomie remuk spesial huehuehuehue nadia_aaliyah,negative,neutral
#Indomie+telor+sawi+caberawit+bawanggoreng=mantab,2012-02-10T10:29:31.000Z,indomie telor sawi caberawit bawanggoreng mantab,positive,neutral
content,time,content,neutral,neutral
Ayoo ke dapur bkin #indomie *gandeng mamaah*,2012-02-16T13:06:28.000Z,ayoo dapur bkin indomie gandeng mamaah,neutral,neutral
"RT @NIDJIholic_CUP: Selamat pagi 
@NidjiIndonesia
 3 Hari Lagi #NFCIII Supported By : 
@s_nexian
 - #Djarum - #Honda - #Indomie - 
@MusicaStudios",2012-04-03T00:32:47.000Z,rt nidjiholic_cup selamat pagi nidjiindonesia 3 nfciii supported by s_nexian djarum honda indomie musicastudios,positive,neutral
